"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/22/2022","AQS","060190242","1","14.1","ppb","13","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/23/2022","AQS","060190242","1","15.6","ppb","14","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/24/2022","AQS","060190242","1","16.1","ppb","15","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/25/2022","AQS","060190242","1","15.2","ppb","14","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/26/2022","AQS","060190242","1","12.7","ppb","11","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/27/2022","AQS","060190242","1","8.2","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/28/2022","AQS","060190242","1","7.2","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/29/2022","AQS","060190242","1","16.1","ppb","15","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/30/2022","AQS","060190242","1","8.5","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"03/31/2022","AQS","060190242","1","18.6","ppb","17","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/01/2022","AQS","060190242","1","15.9","ppb","14","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/02/2022","AQS","060190242","1","14.5","ppb","13","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/03/2022","AQS","060190242","1","7.8","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/04/2022","AQS","060190242","1","8.2","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/05/2022","AQS","060190242","1","7.4","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/06/2022","AQS","060190242","1","13.8","ppb","12","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/07/2022","AQS","060190242","1","16.8","ppb","15","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/08/2022","AQS","060190242","1","12.2","ppb","11","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/09/2022","AQS","060190242","1","6.7","ppb","6","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/10/2022","AQS","060190242","1","5.6","ppb","5","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/11/2022","AQS","060190242","1","5.1","ppb","5","Fresno-Sky Park","21","88.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/12/2022","AQS","060190242","1","6.5","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/13/2022","AQS","060190242","1","5.9","ppb","5","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/14/2022","AQS","060190242","1","8.9","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/15/2022","AQS","060190242","1","5.5","ppb","5","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/16/2022","AQS","060190242","1","7.5","ppb","7","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/17/2022","AQS","060190242","1","9.5","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/18/2022","AQS","060190242","1","10.4","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/19/2022","AQS","060190242","1","5.2","ppb","5","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/20/2022","AQS","060190242","1","9.7","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/21/2022","AQS","060190242","1","8.8","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/22/2022","AQS","060190242","1","8.8","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/23/2022","AQS","060190242","1","8.5","ppb","8","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/24/2022","AQS","060190242","1","13.1","ppb","12","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/25/2022","AQS","060190242","1","14","ppb","13","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/26/2022","AQS","060190242","1","7.1","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/27/2022","AQS","060190242","1","9.2","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/28/2022","AQS","060190242","1","10.7","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/29/2022","AQS","060190242","1","8.6","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"04/30/2022","AQS","060190242","1","10.7","ppb","9","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/01/2022","AQS","060190242","1","6.6","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/02/2022","AQS","060190242","1","9.1","ppb","8","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/03/2022","AQS","060190242","1","9.9","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/04/2022","AQS","060190242","1","18.9","ppb","17","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/05/2022","AQS","060190242","1","11.7","ppb","10","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/06/2022","AQS","060190242","1","6.9","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/07/2022","AQS","060190242","1","4.5","ppb","4","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/08/2022","AQS","060190242","1","4.2","ppb","4","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/09/2022","AQS","060190242","1","3.2","ppb","3","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/10/2022","AQS","060190242","1","7.3","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/11/2022","AQS","060190242","1","6.9","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/12/2022","AQS","060190242","1","9.1","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/13/2022","AQS","060190242","1","9.8","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/14/2022","AQS","060190242","1","8.6","ppb","8","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/15/2022","AQS","060190242","1","9.8","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/16/2022","AQS","060190242","1","5.7","ppb","5","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/17/2022","AQS","060190242","1","9.3","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/18/2022","AQS","060190242","1","18.7","ppb","17","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/19/2022","AQS","060190242","1","8.3","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/20/2022","AQS","060190242","1","7","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/21/2022","AQS","060190242","1","7.7","ppb","7","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/22/2022","AQS","060190242","1","6.2","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/23/2022","AQS","060190242","1","10.8","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/24/2022","AQS","060190242","1","9.4","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/25/2022","AQS","060190242","1","19","ppb","18","Fresno-Sky Park","21","88.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/26/2022","AQS","060190242","1","15.3","ppb","14","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/27/2022","AQS","060190242","1","5","ppb","5","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/28/2022","AQS","060190242","1","2.2","ppb","2","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/29/2022","AQS","060190242","1","4.6","ppb","4","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/30/2022","AQS","060190242","1","6.4","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"05/31/2022","AQS","060190242","1","11.7","ppb","10","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/01/2022","AQS","060190242","1","11.5","ppb","10","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/02/2022","AQS","060190242","1","11.3","ppb","10","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/03/2022","AQS","060190242","1","7.4","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/04/2022","AQS","060190242","1","5.4","ppb","5","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/05/2022","AQS","060190242","1","6.3","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/06/2022","AQS","060190242","1","8.9","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/07/2022","AQS","060190242","1","10.4","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/08/2022","AQS","060190242","1","10.1","ppb","9","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/09/2022","AQS","060190242","1","9","ppb","8","Fresno-Sky Park","24","100.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/10/2022","AQS","060190242","1","12.6","ppb","11","Fresno-Sky Park","24","100.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/11/2022","AQS","060190242","1","7.9","ppb","7","Fresno-Sky Park","24","100.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/12/2022","AQS","060190242","1","7.1","ppb","7","Fresno-Sky Park","24","100.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/13/2022","AQS","060190242","1","6.6","ppb","6","Fresno-Sky Park","24","100.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/14/2022","AQS","060190242","1","8.7","ppb","8","Fresno-Sky Park","24","100.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/15/2022","AQS","060190242","1","11","ppb","10","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/16/2022","AQS","060190242","1","8.1","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/17/2022","AQS","060190242","1","4.3","ppb","4","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/18/2022","AQS","060190242","1","5.6","ppb","5","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/19/2022","AQS","060190242","1","6.5","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/20/2022","AQS","060190242","1","10.2","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/21/2022","AQS","060190242","1","10.5","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/22/2022","AQS","060190242","1","11.4","ppb","10","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/23/2022","AQS","060190242","1","10.8","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/24/2022","AQS","060190242","1","15.2","ppb","14","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/25/2022","AQS","060190242","1","9.5","ppb","8","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/26/2022","AQS","060190242","1","9.8","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/27/2022","AQS","060190242","1","10.7","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/28/2022","AQS","060190242","1","12.6","ppb","11","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/29/2022","AQS","060190242","1","8.9","ppb","8","Fresno-Sky Park","20","83.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"06/30/2022","AQS","060190242","1","7.8","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/01/2022","AQS","060190242","1","9.4","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/02/2022","AQS","060190242","1","5.9","ppb","5","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/03/2022","AQS","060190242","1","4.9","ppb","4","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/04/2022","AQS","060190242","1","6.2","ppb","6","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/05/2022","AQS","060190242","1","5.6","ppb","5","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/06/2022","AQS","060190242","1","5.4","ppb","5","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/07/2022","AQS","060190242","1","5.4","ppb","5","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/08/2022","AQS","060190242","1","13.2","ppb","12","Fresno-Sky Park","21","88.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/09/2022","AQS","060190242","1","6.6","ppb","6","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/10/2022","AQS","060190242","1","8.5","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/11/2022","AQS","060190242","1","15.6","ppb","14","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/12/2022","AQS","060190242","1","10.1","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/13/2022","AQS","060190242","1","10.9","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/14/2022","AQS","060190242","1","9.2","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/15/2022","AQS","060190242","1","9.2","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/16/2022","AQS","060190242","1","10.1","ppb","9","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/17/2022","AQS","060190242","1","10.6","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/18/2022","AQS","060190242","1","11.9","ppb","10","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/19/2022","AQS","060190242","1","11.8","ppb","10","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/20/2022","AQS","060190242","1","10.6","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/21/2022","AQS","060190242","1","9","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/22/2022","AQS","060190242","1","8.8","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/23/2022","AQS","060190242","1","10.9","ppb","9","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/24/2022","AQS","060190242","1","8.1","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/25/2022","AQS","060190242","1","9.1","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/26/2022","AQS","060190242","1","11.3","ppb","10","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/27/2022","AQS","060190242","1","9.3","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/28/2022","AQS","060190242","1","14.4","ppb","13","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/29/2022","AQS","060190242","1","9.5","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/30/2022","AQS","060190242","1","8.2","ppb","8","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"07/31/2022","AQS","060190242","1","7.8","ppb","7","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"08/01/2022","AQS","060190242","1","9.7","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"08/02/2022","AQS","060190242","1","10.1","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"08/03/2022","AQS","060190242","1","9.6","ppb","8","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"08/04/2022","AQS","060190242","1","12.2","ppb","11","Fresno-Sky Park","22","92.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
"08/05/2022","AQS","060190242","1","10.8","ppb","9","Fresno-Sky Park","23","96.0000","42602","Nitrogen dioxide (NO2)","099","23420","Fresno, CA","06","California","019","Fresno","36.841592","-119.874739"
