# Title: July 2021 - June 2022 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,66,2,122,63.9
AL-003,Baldwin County,Alabama,68.9,2.1,121,66.8
AL-005,Barbour County,Alabama,66,1.2,111,64.8
AL-007,Bibb County,Alabama,64.2,1.4,114,62.8
AL-009,Blount County,Alabama,62.9,2.3,120,60.6
AL-011,Bullock County,Alabama,65.5,1.4,115,64.1
AL-013,Butler County,Alabama,66.4,1.9,122,64.6
AL-015,Calhoun County,Alabama,63,2,119,61
AL-017,Chambers County,Alabama,63,1.4,113,61.6
AL-019,Cherokee County,Alabama,62.4,1.7,120,60.6
AL-021,Chilton County,Alabama,64.6,1.9,121,62.7
AL-023,Choctaw County,Alabama,66.6,2.1,123,64.5
AL-025,Clarke County,Alabama,67,2.1,124,64.9
AL-027,Clay County,Alabama,62.3,1.6,116,60.7
AL-029,Cleburne County,Alabama,62,2.1,119,59.9
AL-031,Coffee County,Alabama,67.1,1.7,122,65.4
AL-033,Colbert County,Alabama,62.2,2.2,123,59.9
AL-035,Conecuh County,Alabama,67.5,2.1,123,65.4
AL-037,Coosa County,Alabama,63.9,1.6,117,62.3
AL-039,Covington County,Alabama,67.3,1.7,122,65.6
AL-041,Crenshaw County,Alabama,66.1,1.7,121,64.4
AL-043,Cullman County,Alabama,62.4,2.1,119,60.3
AL-045,Dale County,Alabama,67.2,1.6,117,65.7
AL-047,Dallas County,Alabama,66.3,1.9,120,64.3
AL-049,DeKalb County,Alabama,60.6,1.3,113,59.3
AL-051,Elmore County,Alabama,65.5,1.7,119,63.8
AL-053,Escambia County,Alabama,68.1,2.1,124,66
AL-055,Etowah County,Alabama,62.8,1.9,119,60.9
AL-057,Fayette County,Alabama,63.5,1.5,109,62
AL-059,Franklin County,Alabama,62,2.1,123,59.9
AL-061,Geneva County,Alabama,67.6,1.5,118,66.1
AL-063,Greene County,Alabama,65,1.1,106,63.9
AL-065,Hale County,Alabama,64.6,0.9,98,63.7
AL-067,Henry County,Alabama,67.1,1.4,116,65.7
AL-069,Houston County,Alabama,67.8,1.3,115,66.5
AL-071,Jackson County,Alabama,60.9,1.5,118,59.4
AL-073,Jefferson County,Alabama,63.8,1.9,119,61.8
AL-075,Lamar County,Alabama,63.8,1.7,115,62.1
AL-077,Lauderdale County,Alabama,61.4,1.9,118,59.5
AL-079,Lawrence County,Alabama,61.4,1.3,110,60.1
AL-081,Lee County,Alabama,63.6,0.6,89,63
AL-083,Limestone County,Alabama,61.1,1.2,105,59.9
AL-085,Lowndes County,Alabama,66.6,2,122,64.6
AL-087,Macon County,Alabama,64.9,0.9,101,64
AL-089,Madison County,Alabama,61.4,1.4,111,59.9
AL-091,Marengo County,Alabama,65.7,1.4,111,64.3
AL-093,Marion County,Alabama,62.3,1.6,114,60.8
AL-095,Marshall County,Alabama,62.2,1.9,120,60.3
AL-097,Mobile County,Alabama,68.5,2,119,66.4
AL-099,Monroe County,Alabama,67.5,2.4,124,65.1
AL-101,Montgomery County,Alabama,66.5,2,121,64.5
AL-103,Morgan County,Alabama,61.8,1.6,115,60.2
AL-105,Perry County,Alabama,65,1.4,113,63.6
AL-107,Pickens County,Alabama,64.8,1.7,116,63.1
AL-109,Pike County,Alabama,66.1,1.5,115,64.7
AL-111,Randolph County,Alabama,62.5,2,119,60.5
AL-113,Russell County,Alabama,64.8,0.6,88,64.2
AL-115,St. Clair County,Alabama,63.1,1.9,118,61.2
AL-117,Shelby County,Alabama,63.8,1.7,117,62
AL-119,Sumter County,Alabama,65.4,1.4,109,64
AL-121,Talladega County,Alabama,63.3,1.6,113,61.8
AL-123,Tallapoosa County,Alabama,63.4,1.2,112,62.2
AL-125,Tuscaloosa County,Alabama,64.3,1.3,107,63.1
AL-127,Walker County,Alabama,63.2,1.6,116,61.6
AL-129,Washington County,Alabama,67.5,2.1,125,65.4
AL-131,Wilcox County,Alabama,66.7,2,123,64.7
AL-133,Winston County,Alabama,61.6,1.4,115,60.2
AZ-001,Apache County,Arizona,52,2.2,123,49.8
AZ-003,Cochise County,Arizona,62,1.7,111,60.3
AZ-005,Coconino County,Arizona,54.7,3,124,51.7
AZ-007,Gila County,Arizona,61.2,2.6,122,58.5
AZ-009,Graham County,Arizona,62.1,1.8,115,60.2
AZ-011,Greenlee County,Arizona,58.1,2.4,120,55.8
AZ-012,La Paz County,Arizona,73.6,3.3,126,70.3
AZ-013,Maricopa County,Arizona,72,2.8,121,69.2
AZ-015,Mohave County,Arizona,64.3,2.9,123,61.4
AZ-017,Navajo County,Arizona,53.6,2.4,121,51.2
AZ-019,Pima County,Arizona,68.9,2.4,120,66.5
AZ-021,Pinal County,Arizona,70,2.4,116,67.7
AZ-023,Santa Cruz County,Arizona,61.5,1.6,107,59.9
AZ-025,Yavapai County,Arizona,61.4,3.1,125,58.2
AZ-027,Yuma County,Arizona,74.2,3.3,124,70.9
AR-001,Arkansas County,Arkansas,64,1.8,120,62.1
AR-003,Ashley County,Arkansas,65.6,2.4,124,63.2
AR-005,Baxter County,Arkansas,59.3,2.2,121,57.1
AR-007,Benton County,Arkansas,59.4,2.1,122,57.3
AR-009,Boone County,Arkansas,59.1,2.2,124,56.8
AR-011,Bradley County,Arkansas,64.7,2,122,62.7
AR-013,Calhoun County,Arkansas,64,1.3,112,62.7
AR-015,Carroll County,Arkansas,58.8,1.8,119,56.9
AR-017,Chicot County,Arkansas,65.2,1.7,118,63.5
AR-019,Clark County,Arkansas,63.2,1.1,107,62.1
AR-021,Clay County,Arkansas,60.2,1.5,117,58.7
AR-023,Cleburne County,Arkansas,60.6,1.7,118,58.9
AR-025,Cleveland County,Arkansas,63.7,1.3,113,62.3
AR-027,Columbia County,Arkansas,64.6,1.3,110,63.4
AR-029,Conway County,Arkansas,61.8,1.6,119,60.2
AR-031,Craighead County,Arkansas,60.9,1.5,116,59.5
AR-033,Crawford County,Arkansas,61.2,1.8,118,59.3
AR-035,Crittenden County,Arkansas,62.8,1.5,117,61.3
AR-037,Cross County,Arkansas,62.2,1.4,110,60.8
AR-039,Dallas County,Arkansas,63.2,0.9,105,62.2
AR-041,Desha County,Arkansas,64.1,1.3,113,62.7
AR-043,Drew County,Arkansas,64.6,1.8,121,62.8
AR-045,Faulkner County,Arkansas,61.8,1.3,110,60.5
AR-047,Franklin County,Arkansas,60.9,1.6,117,59.2
AR-049,Fulton County,Arkansas,59.2,2.6,124,56.6
AR-051,Garland County,Arkansas,62.5,1.7,116,60.8
AR-053,Grant County,Arkansas,63.3,1.2,108,62.1
AR-055,Greene County,Arkansas,60.6,1.6,120,59
AR-057,Hempstead County,Arkansas,64,1.5,115,62.6
AR-059,Hot Spring County,Arkansas,63,1.3,108,61.7
AR-061,Howard County,Arkansas,62.7,1.4,114,61.3
AR-063,Independence County,Arkansas,60.3,1.5,117,58.8
AR-065,Izard County,Arkansas,59.3,1.8,120,57.5
AR-067,Jackson County,Arkansas,60.8,1.2,108,59.6
AR-069,Jefferson County,Arkansas,63.6,1.5,112,62.2
AR-071,Johnson County,Arkansas,60.2,1.5,117,58.6
AR-073,Lafayette County,Arkansas,65.5,2,121,63.5
AR-075,Lawrence County,Arkansas,60.1,1.4,117,58.7
AR-077,Lee County,Arkansas,63.3,1.8,121,61.6
AR-079,Lincoln County,Arkansas,64,1.6,116,62.4
AR-081,Little River County,Arkansas,65,2.4,123,62.6
AR-083,Logan County,Arkansas,61.6,1.4,116,60.2
AR-085,Lonoke County,Arkansas,63,1.4,111,61.6
AR-087,Madison County,Arkansas,58.4,1.9,118,56.5
AR-089,Marion County,Arkansas,59.3,2.2,121,57.1
AR-091,Miller County,Arkansas,65.9,2.3,123,63.6
AR-093,Mississippi County,Arkansas,61.5,1.4,113,60.2
AR-095,Monroe County,Arkansas,63.6,1.9,122,61.7
AR-097,Montgomery County,Arkansas,62,1.8,119,60.2
AR-099,Nevada County,Arkansas,63.8,1.1,103,62.7
AR-101,Newton County,Arkansas,58,1.6,117,56.4
AR-103,Ouachita County,Arkansas,63.7,0.7,93,63
AR-105,Perry County,Arkansas,62.2,1.5,114,60.8
AR-107,Phillips County,Arkansas,63.8,1.9,121,61.9
AR-109,Pike County,Arkansas,62.5,1.3,109,61.2
AR-111,Poinsett County,Arkansas,61.4,1.3,112,60.1
AR-113,Polk County,Arkansas,60.9,1.6,114,59.3
AR-115,Pope County,Arkansas,60.7,1.6,117,59.1
AR-117,Prairie County,Arkansas,63.2,1.6,116,61.6
AR-119,Pulaski County,Arkansas,62.9,1.4,112,61.5
AR-121,Randolph County,Arkansas,59.8,1.7,119,58.1
AR-123,St. Francis County,Arkansas,62.9,1.6,117,61.3
AR-125,Saline County,Arkansas,62.7,1.5,111,61.2
AR-127,Scott County,Arkansas,61.5,1.7,118,59.8
AR-129,Searcy County,Arkansas,58.5,1.5,117,57
AR-131,Sebastian County,Arkansas,62.3,1.9,119,60.4
AR-133,Sevier County,Arkansas,63.7,2.1,120,61.7
AR-135,Sharp County,Arkansas,59.1,1.7,118,57.4
AR-137,Stone County,Arkansas,59.4,1.8,118,57.7
AR-139,Union County,Arkansas,64.9,1.7,114,63.3
AR-141,Van Buren County,Arkansas,59.7,1.5,117,58.2
AR-143,Washington County,Arkansas,59.4,2,120,57.3
AR-145,White County,Arkansas,61.8,1.5,115,60.3
AR-147,Woodruff County,Arkansas,62.1,1.3,112,60.8
AR-149,Yell County,Arkansas,62,1.4,115,60.5
CA-001,Alameda County,California,60.6,2.7,124,57.9
CA-003,Alpine County,California,46.1,2.8,126,43.3
CA-005,Amador County,California,59.8,2.5,124,57.2
CA-007,Butte County,California,61.8,3,127,58.8
CA-009,Calaveras County,California,60.3,2.7,127,57.6
CA-011,Colusa County,California,62.8,2.4,122,60.4
CA-013,Contra Costa County,California,61.6,2.8,124,58.8
CA-015,Del Norte County,California,52.9,2.1,118,50.8
CA-017,El Dorado County,California,55.8,2.4,124,53.3
CA-019,Fresno County,California,57.4,3,125,54.4
CA-021,Glenn County,California,61.9,2.6,126,59.3
CA-023,Humboldt County,California,54.4,1.5,111,52.9
CA-025,Imperial County,California,76.1,3.9,128,72.2
CA-027,Inyo County,California,62.6,3,123,59.6
CA-029,Kern County,California,63.3,2.8,122,60.5
CA-031,Kings County,California,64.9,2.4,116,62.5
CA-033,Lake County,California,58.6,2.3,123,56.3
CA-035,Lassen County,California,48.2,2.1,117,46.1
CA-037,Los Angeles County,California,63.5,3.6,124,59.9
CA-039,Madera County,California,57.8,2.7,122,55.1
CA-041,Marin County,California,56.8,2,118,54.8
CA-043,Mariposa County,California,56.8,2.3,120,54.5
CA-045,Mendocino County,California,56.7,1.9,123,54.8
CA-047,Merced County,California,63.4,2.4,119,61
CA-049,Modoc County,California,48.7,3.1,124,45.6
CA-051,Mono County,California,46,2.8,125,43.2
CA-053,Monterey County,California,59.9,2.7,123,57.2
CA-055,Napa County,California,60.6,2.4,121,58.2
CA-057,Nevada County,California,54.1,2.4,124,51.7
CA-059,Orange County,California,65.5,3.2,124,62.3
CA-061,Placer County,California,55.4,2.4,123,53
CA-063,Plumas County,California,48.7,1.9,117,46.8
CA-065,Riverside County,California,70.5,3.8,126,66.8
CA-067,Sacramento County,California,63.4,2.3,123,61.1
CA-069,San Benito County,California,60.3,2.9,123,57.4
CA-071,San Bernardino County,California,68.4,3.4,125,65
CA-073,San Diego County,California,64.5,3.3,124,61.2
CA-075,San Francisco County,California,57.4,1.7,110,55.8
CA-077,San Joaquin County,California,63.7,2.9,124,60.8
CA-079,San Luis Obispo County,California,61,3.1,124,58
CA-081,San Mateo County,California,57.5,2.1,118,55.4
CA-083,Santa Barbara County,California,59.9,3.3,124,56.6
CA-085,Santa Clara County,California,59.7,2.8,123,56.9
CA-087,Santa Cruz County,California,58.2,2.5,121,55.7
CA-089,Shasta County,California,56.8,2.5,122,54.3
CA-091,Sierra County,California,48.9,2.4,123,46.4
CA-093,Siskiyou County,California,50.3,2.5,119,47.8
CA-095,Solano County,California,62.1,2.3,120,59.8
CA-097,Sonoma County,California,57.9,1.9,118,56.1
CA-099,Stanislaus County,California,62.9,2.5,122,60.4
CA-101,Sutter County,California,64.2,2.4,122,61.8
CA-103,Tehama County,California,60.3,2.4,121,57.9
CA-105,Trinity County,California,53.9,2.4,123,51.6
CA-107,Tulare County,California,55.9,2.7,121,53.2
CA-109,Tuolumne County,California,51.9,2.3,122,49.6
CA-111,Ventura County,California,59.6,3.6,124,56
CA-113,Yolo County,California,63,2.1,117,60.9
CA-115,Yuba County,California,62.5,2.6,127,59.8
CO-001,Adams County,Colorado,51.5,3,123,48.5
CO-003,Alamosa County,Colorado,45,3.2,126,41.8
CO-005,Arapahoe County,Colorado,51.1,2.9,126,48.2
CO-007,Archuleta County,Colorado,45.7,3.1,127,42.6
CO-009,Baca County,Colorado,55.2,2,119,53.2
CO-011,Bent County,Colorado,55.2,2.5,120,52.7
CO-013,Boulder County,Colorado,46.3,2.5,123,43.8
CO-014,Broomfield County,Colorado,52.4,2.8,123,49.6
CO-015,Chaffee County,Colorado,39.4,1.9,119,37.4
CO-017,Cheyenne County,Colorado,53.3,2.8,121,50.5
CO-019,Clear Creek County,Colorado,38.6,2.1,120,36.4
CO-021,Conejos County,Colorado,42.4,3.1,126,39.3
CO-023,Costilla County,Colorado,44.3,3.4,126,40.9
CO-025,Crowley County,Colorado,53.6,2.7,121,50.8
CO-027,Custer County,Colorado,43.1,2.5,124,40.6
CO-029,Delta County,Colorado,48.5,3.5,124,45
CO-031,Denver County,Colorado,52.5,2.9,124,49.6
CO-033,Dolores County,Colorado,45.2,3.4,127,41.8
CO-035,Douglas County,Colorado,48.6,2.2,120,46.4
CO-037,Eagle County,Colorado,40.8,2.3,120,38.5
CO-039,Elbert County,Colorado,49.8,3.1,127,46.7
CO-041,El Paso County,Colorado,50,3,125,47
CO-043,Fremont County,Colorado,46.9,1.9,119,45
CO-045,Garfield County,Colorado,44.8,2.8,119,42.1
CO-047,Gilpin County,Colorado,40.8,2.2,122,38.6
CO-049,Grand County,Colorado,38.4,2.1,119,36.3
CO-051,Gunnison County,Colorado,39.8,2.7,122,37.1
CO-053,Hinsdale County,Colorado,38.4,4,128,34.3
CO-055,Huerfano County,Colorado,48.8,2.8,125,46
CO-057,Jackson County,Colorado,37.6,2,115,35.6
CO-059,Jefferson County,Colorado,47.6,2,119,45.6
CO-061,Kiowa County,Colorado,53.9,2.3,119,51.6
CO-063,Kit Carson County,Colorado,53,3,123,50
CO-065,Lake County,Colorado,35.9,2.1,117,33.8
CO-067,La Plata County,Colorado,46.9,3.5,127,43.5
CO-069,Larimer County,Colorado,43.9,3,123,40.9
CO-071,Las Animas County,Colorado,53,2.7,124,50.3
CO-073,Lincoln County,Colorado,51.6,2.8,124,48.8
CO-075,Logan County,Colorado,51.7,2.8,123,48.9
CO-077,Mesa County,Colorado,49.2,3.6,123,45.6
CO-079,Mineral County,Colorado,39.3,4,128,35.3
CO-081,Moffat County,Colorado,45.2,2.8,118,42.4
CO-083,Montezuma County,Colorado,50.5,3.1,125,47.3
CO-085,Montrose County,Colorado,49.4,3.8,125,45.6
CO-087,Morgan County,Colorado,51.5,3.6,124,47.9
CO-089,Otero County,Colorado,54.9,2.5,118,52.4
CO-091,Ouray County,Colorado,43.5,3.8,125,39.7
CO-093,Park County,Colorado,39.5,1.8,116,37.7
CO-095,Phillips County,Colorado,52.2,3.2,124,49
CO-097,Pitkin County,Colorado,39.3,2.4,123,36.9
CO-099,Prowers County,Colorado,55.3,2.2,119,53
CO-101,Pueblo County,Colorado,53.9,2.6,121,51.3
CO-103,Rio Blanco County,Colorado,45.7,3,119,42.7
CO-105,Rio Grande County,Colorado,42.4,3.9,128,38.4
CO-107,Routt County,Colorado,41.2,2.7,120,38.5
CO-109,Saguache County,Colorado,41.1,2.6,126,38.5
CO-111,San Juan County,Colorado,37.3,4,127,33.3
CO-113,San Miguel County,Colorado,46.6,3.5,126,43.1
CO-115,Sedgwick County,Colorado,51.8,2.8,124,49
CO-117,Summit County,Colorado,36.9,2.2,120,34.7
CO-119,Teller County,Colorado,42,2.3,123,39.7
CO-121,Washington County,Colorado,51.5,2.8,122,48.7
CO-123,Weld County,Colorado,50.6,3.1,124,47.5
CO-125,Yuma County,Colorado,52.8,3.1,122,49.8
CT-001,Fairfield County,Connecticut,52.5,3.2,121,49.3
CT-003,Hartford County,Connecticut,51.4,3,121,48.4
CT-005,Litchfield County,Connecticut,48.9,2.8,121,46
CT-007,Middlesex County,Connecticut,51.8,2.9,121,48.9
CT-009,New Haven County,Connecticut,51.6,2.7,120,48.9
CT-011,New London County,Connecticut,52.1,3.4,122,48.7
CT-013,Tolland County,Connecticut,50.3,2.9,121,47.4
CT-015,Windham County,Connecticut,50.5,2.9,121,47.6
DE-001,Kent County,Delaware,56.8,2.8,117,54
DE-003,New Castle County,Delaware,56.1,2.8,120,53.3
DE-005,Sussex County,Delaware,57.8,3.1,119,54.8
FL-001,Alachua County,Florida,70.4,1.7,117,68.7
FL-003,Baker County,Florida,68.9,1.5,116,67.4
FL-005,Bay County,Florida,69.8,2.4,124,67.4
FL-007,Bradford County,Florida,69.9,1.6,118,68.2
FL-009,Brevard County,Florida,73.8,2.2,118,71.6
FL-011,Broward County,Florida,76.9,2.9,123,74
FL-013,Calhoun County,Florida,69,2.2,122,66.8
FL-015,Charlotte County,Florida,75.1,2.3,123,72.8
FL-017,Citrus County,Florida,72.3,2.5,123,69.8
FL-019,Clay County,Florida,70.8,2.5,121,68.4
FL-021,Collier County,Florida,76.8,2.9,128,73.9
FL-023,Columbia County,Florida,68.9,1.3,112,67.6
FL-027,DeSoto County,Florida,74,2,120,72.1
FL-029,Dixie County,Florida,70.6,2.5,123,68.1
FL-031,Duval County,Florida,70.6,2.6,122,68
FL-033,Escambia County,Florida,69.2,2.2,123,67
FL-035,Flagler County,Florida,72.8,3.3,125,69.5
FL-037,Franklin County,Florida,69.5,1.7,117,67.7
FL-039,Gadsden County,Florida,68.5,1.8,117,66.8
FL-041,Gilchrist County,Florida,70.2,2.1,120,68.1
FL-043,Glades County,Florida,74.7,2.1,119,72.5
FL-045,Gulf County,Florida,69.6,2.3,123,67.3
FL-047,Hamilton County,Florida,68.6,1.5,119,67.1
FL-049,Hardee County,Florida,73.9,2.3,120,71.6
FL-051,Hendry County,Florida,75.6,2.5,124,73.1
FL-053,Hernando County,Florida,73,3,123,70.1
FL-055,Highlands County,Florida,74.1,2.2,119,71.9
FL-057,Hillsborough County,Florida,74.5,3.3,126,71.3
FL-059,Holmes County,Florida,68,1.5,116,66.5
FL-061,Indian River County,Florida,74.1,2.4,120,71.7
FL-063,Jackson County,Florida,68.4,1.4,115,67
FL-065,Jefferson County,Florida,69.1,2.1,120,67
FL-067,Lafayette County,Florida,69.8,2.2,122,67.6
FL-069,Lake County,Florida,73.3,2.9,123,70.4
FL-071,Lee County,Florida,76.3,2.9,127,73.4
FL-073,Leon County,Florida,68.9,1.9,118,67
FL-075,Levy County,Florida,71.4,2.6,122,68.7
FL-077,Liberty County,Florida,69.1,2.2,121,67
FL-079,Madison County,Florida,69.1,2.2,123,66.9
FL-081,Manatee County,Florida,74,2.3,122,71.7
FL-083,Marion County,Florida,71.9,2.4,122,69.5
FL-085,Martin County,Florida,75.7,2.9,121,72.9
FL-086,Miami-Dade County,Florida,77.3,3,123,74.3
FL-087,Monroe County,Florida,77.8,2.9,123,74.9
FL-089,Nassau County,Florida,69.6,2.3,119,67.3
FL-091,Okaloosa County,Florida,68.7,2.1,123,66.6
FL-093,Okeechobee County,Florida,74.4,2.3,120,72
FL-095,Orange County,Florida,74.2,2.9,124,71.3
FL-097,Osceola County,Florida,74.3,2.7,124,71.7
FL-099,Palm Beach County,Florida,76.1,2.7,121,73.4
FL-101,Pasco County,Florida,73.6,3.2,126,70.4
FL-103,Pinellas County,Florida,75,3.1,124,71.9
FL-105,Polk County,Florida,74.3,2.8,124,71.5
FL-107,Putnam County,Florida,72,2.8,124,69.2
FL-109,St. Johns County,Florida,72.1,3.3,124,68.8
FL-111,St. Lucie County,Florida,74.9,2.5,121,72.4
FL-113,Santa Rosa County,Florida,68.9,1.9,122,67
FL-115,Sarasota County,Florida,73.9,1.5,112,72.3
FL-117,Seminole County,Florida,73.9,2.7,124,71.2
FL-119,Sumter County,Florida,72.8,2.7,123,70.1
FL-121,Suwannee County,Florida,69.4,1.9,120,67.5
FL-123,Taylor County,Florida,70.1,2.5,123,67.6
FL-125,Union County,Florida,69.3,1.4,114,68
FL-127,Volusia County,Florida,73.2,2.9,124,70.4
FL-129,Wakulla County,Florida,69.4,1.9,118,67.5
FL-131,Walton County,Florida,68.6,2.1,124,66.5
FL-133,Washington County,Florida,68.7,1.8,119,66.9
GA-001,Appling County,Georgia,67.3,1.4,115,65.9
GA-003,Atkinson County,Georgia,67.2,1.2,111,66
GA-005,Bacon County,Georgia,67.1,1.1,106,66
GA-007,Baker County,Georgia,67.7,1.6,119,66.1
GA-009,Baldwin County,Georgia,65.5,2.1,122,63.3
GA-011,Banks County,Georgia,62.7,2.3,126,60.4
GA-013,Barrow County,Georgia,63.1,2.5,127,60.6
GA-015,Bartow County,Georgia,61.6,1.4,114,60.2
GA-017,Ben Hill County,Georgia,67,1.9,119,65.1
GA-019,Berrien County,Georgia,67,1.3,111,65.8
GA-021,Bibb County,Georgia,65.7,2.3,125,63.4
GA-023,Bleckley County,Georgia,66.4,1.9,120,64.4
GA-025,Brantley County,Georgia,67.8,1.7,117,66.1
GA-027,Brooks County,Georgia,67.6,1.4,120,66.2
GA-029,Bryan County,Georgia,68,2,123,66
GA-031,Bulloch County,Georgia,67.2,2.2,124,65
GA-033,Burke County,Georgia,65.9,2.4,123,63.5
GA-035,Butts County,Georgia,64.7,2.8,127,61.9
GA-037,Calhoun County,Georgia,67.2,1.6,117,65.6
GA-039,Camden County,Georgia,69.1,2.1,119,67
GA-043,Candler County,Georgia,67.1,2,122,65
GA-045,Carroll County,Georgia,62.4,2.6,122,59.8
GA-047,Catoosa County,Georgia,61.3,2,117,59.3
GA-049,Charlton County,Georgia,68.7,1.9,118,66.8
GA-051,Chatham County,Georgia,68.3,2.1,123,66.1
GA-053,Chattahoochee County,Georgia,65.1,1,101,64.1
GA-055,Chattooga County,Georgia,61.2,1.3,111,59.9
GA-057,Cherokee County,Georgia,61.1,1.6,118,59.5
GA-059,Clarke County,Georgia,63.6,2.6,127,61
GA-061,Clay County,Georgia,66.8,1.4,116,65.4
GA-063,Clayton County,Georgia,64,2.9,126,61.1
GA-065,Clinch County,Georgia,67.7,1.2,111,66.5
GA-067,Cobb County,Georgia,62.5,2.4,123,60.1
GA-069,Coffee County,Georgia,67.1,1.4,113,65.6
GA-071,Colquitt County,Georgia,67,1.3,117,65.7
GA-073,Columbia County,Georgia,65.3,2.5,125,62.8
GA-075,Cook County,Georgia,67,1.2,110,65.8
GA-077,Coweta County,Georgia,63.8,2.8,124,61
GA-079,Crawford County,Georgia,65.3,2.1,124,63.2
GA-081,Crisp County,Georgia,67.1,2.6,124,64.5
GA-083,Dade County,Georgia,60.1,1.5,115,58.6
GA-085,Dawson County,Georgia,59.9,1.6,120,58.2
GA-087,Decatur County,Georgia,68.2,1.6,115,66.7
GA-089,DeKalb County,Georgia,63.4,2.8,125,60.6
GA-091,Dodge County,Georgia,66.5,1.7,118,64.9
GA-093,Dooly County,Georgia,66.8,2.5,125,64.3
GA-095,Dougherty County,Georgia,67.5,1.7,117,65.8
GA-097,Douglas County,Georgia,62.9,2.8,123,60.1
GA-099,Early County,Georgia,67.5,1.4,117,66.1
GA-101,Echols County,Georgia,68,1.3,115,66.7
GA-103,Effingham County,Georgia,67.5,2.3,124,65.1
GA-105,Elbert County,Georgia,63.3,2.4,123,60.9
GA-107,Emanuel County,Georgia,66.4,1.9,120,64.5
GA-109,Evans County,Georgia,67.6,1.9,121,65.7
GA-111,Fannin County,Georgia,57.4,1.4,115,56
GA-113,Fayette County,Georgia,64.2,3,127,61.3
GA-115,Floyd County,Georgia,62,1.5,118,60.4
GA-117,Forsyth County,Georgia,61.2,2,122,59.3
GA-119,Franklin County,Georgia,62.6,2.1,125,60.5
GA-121,Fulton County,Georgia,63,2.7,123,60.3
GA-123,Gilmer County,Georgia,58.2,1.3,111,57
GA-125,Glascock County,Georgia,64.7,1.9,118,62.9
GA-127,Glynn County,Georgia,68.8,1.8,119,67
GA-129,Gordon County,Georgia,61.3,1.2,109,60.1
GA-131,Grady County,Georgia,68,1.6,118,66.4
GA-133,Greene County,Georgia,64.5,2.6,127,61.9
GA-135,Gwinnett County,Georgia,62.6,2.5,125,60.1
GA-137,Habersham County,Georgia,60.3,1.8,122,58.5
GA-139,Hall County,Georgia,61.8,2.2,125,59.6
GA-141,Hancock County,Georgia,64.8,2,124,62.7
GA-143,Haralson County,Georgia,61.8,2.5,122,59.3
GA-145,Harris County,Georgia,63.7,1.3,109,62.5
GA-147,Hart County,Georgia,62.7,2.3,123,60.4
GA-149,Heard County,Georgia,63.2,2.4,121,60.8
GA-151,Henry County,Georgia,64.3,2.8,125,61.5
GA-153,Houston County,Georgia,66.3,2.2,124,64.1
GA-155,Irwin County,Georgia,66.9,1.7,117,65.2
GA-157,Jackson County,Georgia,63.1,2.5,126,60.6
GA-159,Jasper County,Georgia,64.7,2.9,124,61.8
GA-161,Jeff Davis County,Georgia,66.9,1.5,114,65.5
GA-163,Jefferson County,Georgia,65.2,1.8,119,63.3
GA-165,Jenkins County,Georgia,66.3,2.4,123,63.9
GA-167,Johnson County,Georgia,65.8,1.7,118,64.2
GA-169,Jones County,Georgia,65.3,2.5,123,62.8
GA-171,Lamar County,Georgia,64.6,2.6,125,62
GA-173,Lanier County,Georgia,67.3,1.2,112,66.1
GA-175,Laurens County,Georgia,66.4,1.7,119,64.7
GA-177,Lee County,Georgia,67.4,2.2,123,65.2
GA-179,Liberty County,Georgia,68.2,1.8,122,66.3
GA-181,Lincoln County,Georgia,64.1,2,121,62.1
GA-183,Long County,Georgia,68.1,1.7,121,66.3
GA-185,Lowndes County,Georgia,67.6,1.3,118,66.3
GA-187,Lumpkin County,Georgia,59.1,1.7,119,57.4
GA-189,McDuffie County,Georgia,64.6,2.3,124,62.4
GA-191,McIntosh County,Georgia,68.6,1.7,121,66.8
GA-193,Macon County,Georgia,66.1,2.2,124,63.9
GA-195,Madison County,Georgia,63,2.4,125,60.6
GA-197,Marion County,Georgia,65,1.4,115,63.6
GA-199,Meriwether County,Georgia,63.9,2.2,122,61.6
GA-201,Miller County,Georgia,67.8,1.5,117,66.3
GA-205,Mitchell County,Georgia,67.6,1.6,119,66.1
GA-207,Monroe County,Georgia,64.9,2.5,125,62.4
GA-209,Montgomery County,Georgia,66.9,1.7,118,65.2
GA-211,Morgan County,Georgia,64.4,2.8,127,61.6
GA-213,Murray County,Georgia,60.6,1.5,116,59.1
GA-215,Muscogee County,Georgia,64.8,1,105,63.8
GA-217,Newton County,Georgia,64.1,2.8,127,61.3
GA-219,Oconee County,Georgia,63.9,2.7,127,61.2
GA-221,Oglethorpe County,Georgia,63.8,2.6,127,61.1
GA-223,Paulding County,Georgia,62.2,2.3,122,59.9
GA-225,Peach County,Georgia,65.8,2.2,125,63.6
GA-227,Pickens County,Georgia,59.7,1.3,110,58.4
GA-229,Pierce County,Georgia,67.5,1.3,113,66.1
GA-231,Pike County,Georgia,64.4,2.5,123,61.9
GA-233,Polk County,Georgia,62.4,2.4,123,60.1
GA-235,Pulaski County,Georgia,66.7,2.1,121,64.6
GA-237,Putnam County,Georgia,65,2.6,124,62.3
GA-239,Quitman County,Georgia,66,1.1,109,64.8
